item0,item1,x
0.0,0.0,0.0
0.010003898067014013,-0.024030408329211553,0.005050505050505051
0.016925235231505464,-0.03292346003272648,0.010101010101010102
0.023313791304560898,-0.039332536461953026,0.015151515151515152
0.02941667008983698,-0.044458317544698076,0.020202020202020204
0.03533092740064929,-0.04876545411761492,0.025252525252525256
0.04110703215459269,-0.052491998956492564,0.030303030303030304
0.04677539167367234,-0.055779198130169634,0.03535353535353536
0.052356108779358465,-0.05871895851374218,0.04040404040404041
0.05786335911900494,-0.06137502499070529,0.045454545454545456
0.06330762642417144,-0.06379373579894808,0.05050505050505051
0.068696954163396,-0.06601001288317478,0.05555555555555556
0.07403769677254327,-0.06805093822729469,0.06060606060606061
0.0793349956888165,-0.06993800817973113,0.06565656565656566
0.08459309447995542,-0.07168861799966353,0.07070707070707072
0.08981555510439619,-0.07331707534061252,0.07575757575757576
0.09500541087143996,-0.0748353133642356,0.08080808080808081
0.10016527744630845,-0.07625340557235523,0.08585858585858587
0.1052974352123554,-0.07757994581444393,0.09090909090909091
0.11040389157190883,-0.07882233424123292,0.09595959595959597
0.11548642887849592,-0.07998699616152241,0.10101010101010102
0.1205466418729513,-0.0810795520795678,0.10606060606060606
0.12558596731681032,-0.08210495158378386,0.11111111111111112
0.13060570773369648,-0.08306758004618371,0.11616161616161617
0.13560705063839454,-0.08397134458102393,0.12121212121212122
0.140591084265898,-0.08481974397866374,0.12626262626262627
0.14555881055398512,-0.0856159261139596,0.13131313131313133
0.1505111559477156,-0.08636273546019191,0.13636363636363638
0.15544898045977512,-0.08706275271068217,0.14141414141414144
0.1603730853216266,-0.08771832804867195,0.14646464646464646
0.16528421948668268,-0.08833160926303599,0.15151515151515152
0.1701830851911311,-0.08890456564958304,0.15656565656565657
0.1750703427357143,-0.08943900844186334,0.16161616161616163
0.17994661461920225,-0.08993660836518594,0.16666666666666669
0.18481248912902626,-0.09039891079126745,0.17171717171717174
0.18966852347475974,-0.09082734888015671,0.1767676767676768
0.1945152465345216,-0.0912232550246459,0.18181818181818182
0.19935316127197134,-0.09158787085574682,0.18686868686868688
0.2041827468716315,-0.09192235602259803,0.19191919191919193
0.20900446063227063,-0.09222779592383326,0.196969696969697
0.2138187396515908,-0.09250520853806349,0.20202020202020204
0.21862600233017043,-0.09275555047722178,0.2070707070707071
0.2234266497182752,-0.09297972236697857,0.21212121212121213
0.22822106672556972,-0.09317857364235994,0.21717171717171718
0.23300962321079963,-0.09335290683342362,0.22222222222222224
0.23779267496604597,-0.09350348140481926,0.2272727272727273
0.24257056460808912,-0.09363101720386743,0.23232323232323235
0.24734362238768823,-0.09373619756408694,0.2373737373737374
0.2521121669261193,-0.09381967210462457,0.24242424242424243
0.2568765058870795,-0.09388205926057318,0.2474747474747475
0.26163693659101267,-0.09392394857452896,0.25252525252525254
0.2663937465780161,-0.09394590277579773,0.2575757575757576
0.27114721412472087,-0.093948459670297,0.26262626262626265
0.2758976087198803,-0.09393213386132149,0.2676767676767677
0.28064519150283296,-0.09389741831886547,0.27272727272727276
0.285390215668519,-0.09384478581306605,0.2777777777777778
0.29013292684230224,-0.09377469022549081,0.2828282828282829
0.2948735634274828,-0.09368756775039862,0.2878787878787879
0.2996123569280652,-0.09358383799671688,0.29292929292929293
0.3043495322490647,-0.0934639050002733,0.297979797979798
0.3090853079763895,-0.09332815815476608,0.30303030303030304
0.31381989663812354,-0.09317697306903588,0.3080808080808081
0.3185535049488416,-0.09301071235739447,0.31313131313131315
0.3232863340384242,-0.09282972636905211,0.31818181818181823
0.32801857966669107,-0.0926343538620634,0.32323232323232326
0.3327504324250419,-0.09242492262665583,0.3282828282828283
0.33748207792617624,-0.09220175006231701,0.33333333333333337
0.3422136969828632,-0.09196514371258313,0.3383838383838384
0.34694546577663854,-0.09171540176108739,0.3434343434343435
0.35167755601722456,-0.09145281349208334,0.3484848484848485
0.3564101350933974,-0.09117765971835343,0.3535353535353536
0.3611433662159579,-0.09089021317914175,0.3585858585858586
0.3658774085534055,-0.09059073891050518,0.36363636363636365
0.37061241736086176,-0.09027949459025915,0.36868686868686873
0.3753485441027414,-0.08995673085949932,0.37373737373737376
0.3800859365696277,-0.08962269162250522,0.37878787878787884
0.38482473898976904,-0.08927761432667036,0.38383838383838387
0.38956509213557955,-0.08892173022396674,0.3888888888888889
0.39430713342549495,-0.08855526461531683,0.393939393939394
0.39905099702150537,-0.08817843707913489,0.398989898989899
0.4039321415885706,-0.0877916591329024,0.4040404040404041
0.4088481528402454,-0.08739554333726646,0.4090909090909091
0.4137651409118152,-0.08699029900907734,0.4141414141414142
0.4186831580283247,-0.08657611762571148,0.4191919191919192
0.42360225519479006,-0.0861531853858536,0.42424242424242425
0.4285224822331578,-0.08572168337855082,0.42929292929292934
0.43344388781798154,-0.08528178774238626,0.43434343434343436
0.43836651951089595,-0.08483366981543428,0.43939393939393945
0.44329042379395994,-0.08437749627661076,0.4444444444444445
0.448215646101937,-0.08391342927898163,0.44949494949494956
0.45314223085357463,-0.08344162657555615,0.4545454545454546
0.45807022148194293,-0.082962241638047,0.4595959595959596
0.46299966046388447,-0.0824754237690484,0.4646464646464647
0.46793058934862763,-0.08198131820804902,0.4696969696969697
0.47286304878561086,-0.08148006623166597,0.4747474747474748
0.4777970785515597,-0.08097180524846104,0.47979797979797983
0.48273271757686037,-0.08045666888867167,0.48484848484848486
0.4876700039712668,-0.07993478708916993,0.48989898989898994
0.4926089750489768,-0.07940628617393725,0.494949494949495
0.4975496673531121,-0.0788712889303266,0.5
0.5024921166796329,-0.07832991468136177,0.5050505050505051
0.5074363581007162,-0.07778227935431122,0.5101010101010102
0.5123824259876266,-0.07722849554575267,0.5151515151515152
0.5173303540331047,-0.076668672583336,0.5202020202020202
0.5222801752732973,-0.0761029165844334,0.5252525252525253
0.5272319221092523,-0.07553133051185809,0.5303030303030304
0.5321856263280008,-0.07495401422681673,0.5353535353535354
0.5371413191232458,-0.07437106453925421,0.5404040404040404
0.5420990311156753,-0.07378257525573718,0.5454545454545455
0.5470587923729201,-0.07318863722501384,0.5505050505050505
0.552020632429172,-0.07258933838137914,0.5555555555555556
0.5569845803044776,-0.07198476378596666,0.5606060606060607
0.5619506645237233,-0.07137499566608202,0.5656565656565657
0.5669189131353267,-0.0707601134526818,0.5707070707070707
0.5718893537296456,-0.07014019381610336,0.5757575757575758
0.576862013457118,-0.0695153107001338,0.5808080808080809
0.5818369190461468,-0.06888553535451301,0.5858585858585859
0.5868140968207379,-0.06825093636594953,0.5909090909090909
0.5917935727179028,-0.06761157968773153,0.595959595959596
0.5967753723048368,-0.06696752866800466,0.6010101010101011
0.6017595207958824,-0.06631884407678801,0.6060606060606061
0.6067460430692854,-0.06566558413179355,0.6111111111111112
0.6117349636837534,-0.06500780452311172,0.6161616161616162
0.616726306894824,-0.06434555843682076,0.6212121212121212
0.6217200966710522,-0.0636788965775762,0.6262626262626263
0.626716356710021,-0.06300786719023287,0.6313131313131314
0.6317151104541852,-0.06233251608054732,0.6363636363636365
0.6367163811065536,-0.06165288663500911,0.6414141414141414
0.6417201916462157,-0.060969019839844485,0.6464646464646465
0.6467265648437186,-0.060280954299233594,0.6515151515151516
0.6517355232763002,-0.05958872625278132,0.6565656565656566
0.6567470893429852,-0.058892369592279295,0.6616161616161617
0.6617612852795447,-0.05819191587779386,0.6666666666666667
0.6667781331733303,-0.057487394353113876,0.6717171717171718
0.6717976549779817,-0.05677883196059023,0.6767676767676768
0.6768198725280161,-0.056066253355396625,0.6818181818181819
0.6818448075533002,-0.05534968091924089,0.686868686868687
0.6868724816934121,-0.05462913477355344,0.6919191919191919
0.6919029165118942,-0.05390463279217829,0.696969696969697
0.6969361335104015,-0.05317619061359169,0.7020202020202021
0.7019721541427499,-0.05244382165267096,0.7070707070707072
0.7070109998288647,-0.05170753711203556,0.7121212121212122
0.7120526919686364,-0.050967345992981604,0.7171717171717172
0.7170972519556829,-0.050223255106028764,0.7222222222222223
0.7221447011910231,-0.04947526908109962,0.7272727272727273
0.7271950610966653,-0.0487233903773482,0.7323232323232324
0.7322483531291092,-0.047967619292655375,0.7373737373737375
0.7373045987927681,-0.04720795397280736,0.7424242424242425
0.7423638196533119,-0.0464443904203716,0.7474747474747475
0.7474260373509323,-0.04567692250328727,0.7525252525252526
0.7524912736135331,-0.04490554196317972,0.7575757575757577
0.7575595502698482,-0.04413023842341886,0.7626262626262627
0.7626308892624883,-0.043350999396926646,0.7676767676767677
0.7677053126609178,-0.04256781029375148,0.7727272727272728
0.7727828426743644,-0.041780654428418176,0.7777777777777778
0.7778635016646641,-0.04098951302706527,0.7828282828282829
0.7829473121590396,-0.04019436523437939,0.787878787878788
0.788034296862818,-0.03939518812033791,0.792929292929293
0.7931244786720859,-0.038591956686767626,0.797979797979798
